학교명,설립별,지역별,교외장학금 국가,교내장학금 저소득층장학금,장학금_총계,학제별,평균입학금,평균등록금(원),일반학자금대출_전체_학생수,일반학자금대출_전체_금액,일반학자금대출_등록금_학생수,일반학자금대출_등록금_금액,취업학자금대출_전체_학생수,취업학자금대출_전체_금액,취업학자금대출_등록금_학생수,취업학자금대출_등록금_금액,일반_생활비대출_금액,취업_생활비대출_금액,총_생활비대출_금액,총_등록금대출_금액,총_대출_금액,총_대출_학생수
계원예술대학교,사립,경기,7217294989,1320935100,10225076703,전문대학,0,8285244.2,529,1963083990,459,1456283990,708,2328391297,519,1393501297,506800000,934890000,1441690000,2849785287,4291475287,1237
고려대학교,사립,서울,46772629851,11461982940,96799653379,대학,0,9125415.0,9605,65004151200,8452,54932751200,3476,13540363474,2201,8584909975,10071400000,4955453499,15026853499,63517661175,78544514674,13081
고려사이버대학교,사립,서울,7996536100,96631000,11066597530,대학,0,2647878.4,864,2004038200,361,494488200,540,1182343200,203,220093200,1509550000,962250000,2471800000,714581400,3186381400,1404
고신대학교,사립,부산,8331220140,15907520,12064461792,대학,0,7298932.0,622,2282515000,482,1513165000,597,1562636046,297,605886046,769350000,956750000,1726100000,2119051046,3845151046,1219
광신대학교,사립,광주,1662823608,0,2222469085,대학,0,6367853.5,208,694251000,168,370301000,51,140969516,25,54369516,323950000,86600000,410550000,424670516,835220516,259
광운대학교,사립,서울,17567636290,2600009810,28149622278,대학,0,8595586.5,1559,6638219140,1311,4917719140,1157,3672905120,666,2015888440,1720500000,1657016680,3377516680,6933607580,10311124260,2716
광주과학기술원,국공립,광주,580833872,109180000,5797079435,대학,0,2060000.0,155,363153000,36,93203000,78,155941600,7,10841600,269950000,145100000,415050000,104044600,519094600,233
광주교육대학교,국공립,광주,3852410444,70301000,5618566256,대학,0,3795423.5,159,428961000,107,210811000,114,243786145,23,39584677,218150000,204201468,422351468,250395677,672747145,273
광주대학교,사립,광주,18097430192,225889133,24269564963,대학,0,7133783.6,479,1369945900,290,751745900,979,2445904087,363,915061637,618200000,1530842450,2149042450,1666807537,3815849987,1458
광주보건대학교,사립,광주,10491634811,574422800,12373568627,전문대학,0,5623590.0,247,642296600,124,283696600,756,1880050475,301,668708805,358600000,1211341670,1569941670,952405405,2522347075,1003
광주여자대학교,사립,광주,11341833990,434139100,15438100599,대학,0,6809350.9,283,839659600,199,496659600,507,1167043229,192,371661847,343000000,795381382,1138381382,868321447,2006702829,790
구미대학교,사립,경북,21754409170,9337330,30142675830,전문대학,0,6376911.6,452,1143027300,199,477777300,955,2222707922,298,654752950,665250000,1567954972,2233204972,1132530250,3365735222,1407
국립공주대학교,국공립,충남,25592441960,1553881540,34021979220,대학,0,3858703.8,1280,3529307030,921,1869757030,1421,3100013592,446,787092141,1659550000,2312921451,3972471451,2656849171,6629320622,2701
국립군산대학교,국공립,전북,14965754562,418539900,19321814315,대학,0,3891106.1,571,1511295440,338,664095440,853,1858012232,238,437562232,847200000,1420450000,2267650000,1101657672,3369307672,1424
국립금오공과대학교,국공립,경북,12402693866,613689500,15883557975,대학,0,3773623.1,540,1352256290,287,603556290,792,1733377190,211,401877190,748700000,1331500000,2080200000,1005433480,3085633480,1332
국립목포해양대학교,국공립,전남,4518364270,146160000,6337842030,대학,0,3412114.0,300,665958700,113,194558700,744,1510061900,115,182995220,471400000,1327066680,1798466680,377553920,2176020600,1044
국립부경대학교,국공립,부산,34095095889,2899458940,46037259487,대학,0,4049668.0,1303,3359044320,740,1486294320,1943,4176808276,507,920227350,1872750000,3256580926,5129330926,2406521670,7535852596,3246
국립순천대학교,국공립,전남,12779798180,1240574000,18856085743,대학,0,3970127.2,549,1333106000,270,531006000,862,1831415350,200,375831990,802100000,1455583360,2257683360,906837990,3164521350,1411
국립창원대학교,국공립,경남,16831840416,1459310050,23036121425,대학,0,3768749.5,775,2034411320,484,960361320,1082,2309914581,254,461688890,1074050000,1848225691,2922275691,1422050210,4344325901,1857
국립한국교통대학교,국공립,충북,19277672460,276705000,25580036345,대학,0,4103672.1,722,1799001290,398,790051290,1197,2570585006,312,566632908,1008950000,2003952098,3012902098,1356684198,4369586296,1919
국립한국해양대학교,국공립,부산,13476824025,675706600,18441583865,대학,0,3722953.1,786,1998413650,368,759963650,1152,2391570228,226,382035549,1238450000,2009534679,3247984679,1141999199,4389983878,1938
국민대학교,사립,서울,34094462952,5456537700,56739723104,대학,0,8616796.8,3132,15487019200,2622,12329836200,2352,7717519194,1432,4520200244,3157183000,3197318950,6354501950,16850036444,23204538394,5484
국제대학교,사립,경기,8000118493,515375267,10052723834,전문대학,0,7468045.9,329,1013445000,237,638245000,535,1418396325,278,609446325,375200000,808950000,1184150000,1247691325,2431841325,864
국제사이버대학교,사립,경기,6315037000,518547000,7972948000,대학,0,2524286.0,245,481607000,57,58707000,156,307110000,38,34860000,422900000,272250000,695150000,93567000,788717000,401
군산간호대학교,사립,전북,3097118467,269590333,3970818467,전문대학,0,6353625.0,130,357707500,59,163307500,338,875731165,155,348831165,194400000,526900000,721300000,512138665,1233438665,468
극동대학교,사립,충북,7545329509,302127100,11290077400,대학,0,7846600.1,348,1348159290,289,938359290,561,1896446270,356,1098396270,409800000,798050000,1207850000,2036755560,3244605560,909
글로벌사이버대학교,사립,충남,3672584526,18144000,4896489705,대학,0,2502176.9,249,496798950,89,76698950,93,189485000,23,19635000,420100000,169850000,589950000,96333950,686283950,342
금강대학교,사립,충남,296551338,0,768846365,대학,0,6598000.0,5,8500000,0,0,17,34182000,1,3282000,8500000,30900000,39400000,3282000,42682000,22
기독간호대학교,사립,광주,1554576665,61293090,1916844758,전문대학,0,5528712.7,66,204978170,43,96078170,133,336294202,67,129144202,108900000,207150000,316050000,225222372,541272372,199
김천대학교,사립,경북,7503359544,171124000,11359508730,대학,0,7387386.5,176,534416000,108,318016000,404,1097508500,215,478758500,216400000,618750000,835150000,796774500,1631924500,580
김포대학교,사립,경기,5217616814,360965250,7459688664,전문대학,0,7015264.2,206,669556000,164,450856000,242,791160340,179,459952000,218700000,331208340,549908340,910808000,1460716340,448
김해대학교,사립,경남,6123557352,6930000,7485129638,전문대학,0,6409703.8,296,812790000,180,398940000,541,1483955874,298,643847974,413850000,840107900,1253957900,1042787974,2296745874,837
나사렛대학교,사립,충남,14787516628,1535956170,21164632125,대학,0,7911622.7,543,1854164660,429,1323564660,1014,2994063999,653,1614962848,530600000,1379101151,1909701151,2938527508,4848228659,1557
남부대학교,사립,광주,7581719193,235472800,10401593100,대학,0,6766873.8,287,821974100,205,490824100,440,984923901,138,286823901,331150000,698100000,1029250000,777648001,1806898001,727
남서울대학교,사립,충남,23405763976,4729275850,36337338629,대학,0,8616388.3,1021,3795501410,836,2806451410,1576,4784181527,892,2656212074,989050000,2127969453,3117019453,5462663484,8579682937,2597
농협대학교,사립,경기,734650036,76928000,1100962675,전문대학,0,4982666.7,82,217528000,29,71728000,94,277762000,43,104412000,145800000,173350000,319150000,176140000,495290000,176
단국대학교,사립,경기,49699361064,6365690583,76166048653,대학,0,8842297.7,4510,20069846270,3787,15242130270,3961,12669022810,2382,7051757654,4827716000,5617265156,10444981156,22293887924,32738869080,8471
대경대학교,사립,경북,12236151329,0,16537949913,전문대학,0,6496174.3,393,986969240,205,481719240,673,1664631099,242,558199731,505250000,1106431368,1611681368,1039918971,2651600339,1066
대구가톨릭대학교,사립,경북,38338613624,323009100,50944494232,대학,0,7904801.4,1449,4922742160,1090,3235842160,2110,5640147999,1117,2610250254,1686900000,3029897745,4716797745,5846092414,10562890159,3559
대구경북과학기술원,국공립,대구,165843156,52200000,2501474825,대학,0,7934000.0,145,310286000,14,39986000,82,174397680,6,14214340,270300000,160183340,430483340,54200340,484683680,227
대구공업대학교,사립,대구,5054758726,0,6570966620,전문대학,0,6040550.6,55,113100500,15,22400500,29,58495000,7,9495000,90700000,49000000,139700000,31895500,171595500,84
대구과학대학교,사립,대구,17203950247,4599990,22528490490,전문대학,0,6305808.3,282,721137780,149,369587780,676,1739597130,306,674697130,351550000,1064900000,1416450000,1044284910,2460734910,958
대구교육대학교,국공립,대구,2334361020,297186000,3556199070,대학,0,3896000.0,261,802127530,216,478827530,130,279894750,42,70844750,323300000,209050000,532350000,549672280,1082022280,391
대구대학교,사립,경북,52816246055,491579060,68638008459,대학,0,7556022.7,1709,5731630300,1292,3942030300,3009,8270777340,1653,4079888886,1789600000,4190888454,5980488454,8021919186,14002407640,4718
대구보건대학교,사립,대구,22551242492,0,27937740888,전문대학,0,6797857.4,668,1970763000,430,1119763000,1738,4619516718,943,2072915436,851000000,2546601282,3397601282,3192678436,6590279718,2406
대구사이버대학교,사립,경북,5509528900,17120000,6609855855,대학,0,2691789.5,594,1368062000,269,352512000,190,439520591,99,111186562,1015550000,328334029,1343884029,463698562,1807582591,784
대구예술대학교,사립,경북,899602640,52752340,1127356696,대학,0,8390429.3,24,69196500,20,50196500,67,176047000,40,90997000,19000000,85050000,104050000,141193500,245243500,91
대구한의대학교,사립,경북,21875556810,76215600,32253898367,대학,0,7845054.2,806,2637901850,518,1497151850,1011,2631228559,482,1049578430,1140750000,1581650129,2722400129,2546730280,5269130409,1817
대덕대학교,사립,대전,5441308558,23403834,6893147456,전문대학,0,6268134.3,119,257398500,47,96348500,202,452679153,66,153510219,161050000,299168934,460218934,249858719,710077653,321
대동대학교,사립,부산,4298206140,79393000,5734535311,전문대학,0,6596194.4,190,530282000,120,273582000,464,1248623583,234,582373583,256700000,666250000,922950000,855955583,1778905583,654
대림대학교,사립,경기,19013566371,1627287550,26246181964,전문대학,0,7359284.1,719,2255121030,555,1462321030,1057,2910153164,687,1534948556,792800000,1375204608,2168004608,2997269586,5165274194,1776
대신대학교,사립,경북,2094462044,88669000,2885882115,대학,0,6626353.4,141,465134500,101,242984500,75,186802340,28,75869000,222150000,110933340,333083340,318853500,651936840,216
대원대학교,사립,충북,5386382729,245538330,7327877596,전문대학,0,6447452.7,224,595450000,118,277300000,440,1134338069,167,398338069,318150000,736000000,1054150000,675638069,1729788069,664
대전과학기술대학교,사립,대전,10318071772,1152978500,13420732483,전문대학,0,6424652.2,312,950554900,204,512304900,761,2073945469,419,922090312,438250000,1151855157,1590105157,1434395212,3024500369,1073
대전보건대학교,사립,대전,12170481291,658772120,15720122941,전문대학,0,6505339.1,388,1129395552,252,653545552,1025,2775459895,502,1201009895,475850000,1574450000,2050300000,1854555447,3904855447,1413
대전신학대학교,사립,대전,300541336,1200000,368776000,대학,0,6100000.0,44,171277500,38,105777500,18,53917000,8,22917000,65500000,31000000,96500000,128694500,225194500,62
대진대학교,사립,경기,19501162718,3682485500,29120483653,대학,0,8246988.5,1002,3565894250,805,2512594250,1524,4465623808,1076,2590606497,1053300000,1875017311,2928317311,5103200747,8031518058,2526
덕성여자대학교,사립,서울,11320723064,940213720,17152027475,대학,0,7810760.7,663,2506809740,555,1904926740,874,2542350353,541,1366544764,601883000,1175805589,1777688589,3271471504,5049160093,1537
동강대학교,사립,광주,7632662716,17274000,9464133502,전문대학,0,5860777.0,243,591166300,92,215716300,397,1033636000,166,374286000,375450000,659350000,1034800000,590002300,1624802300,640
동국대학교,사립,서울,45265065284,3941697780,76072851709,대학,0,8560649.0,4139,19014751450,3393,14267401450,3209,10452121764,1864,5729205323,4747350000,4722916441,9470266441,19996606773,29466873214,7348
동남보건대학교,사립,경기,11709529797,1019669000,15736031210,전문대학,0,6785908.1,623,2090821400,480,1434871400,916,2677893267,519,1485470537,655950000,1192422730,1848372730,2920341937,4768714667,1539
동덕여자대학교,사립,서울,15234863918,2500121880,24344442934,대학,0,8126346.6,914,3665250590,738,2751600590,1030,3227662003,584,1807429934,913650000,1420232069,2333882069,4559030524,6892912593,1944
동서대학교,사립,부산,28431345685,1497179750,37384960111,대학,0,7543205.4,929,2753438650,634,1764138650,2273,6409500737,1290,3128477904,989300000,3281022833,4270322833,4892616554,9162939387,3202
동서울대학교,사립,경기,15722615731,982720000,20171949602,전문대학,0,7161803.3,752,2480498000,623,1706098000,1000,2802054252,643,1418101690,774400000,1383952562,2158352562,3124199690,5282552252,1752
동신대학교,사립,전남,19069134166,5585600,25454944180,대학,0,7249025.9,609,1898409000,397,1074359000,825,2153802722,382,881052722,824050000,1272750000,2096800000,1955411722,4052211722,1434
동아대학교,사립,부산,46883375814,7700361360,66348824140,대학,0,7896057.5,2541,10486632580,1976,7688582580,3684,10997899944,2066,5674203704,2798050000,5323696240,8121746240,13362786284,21484532524,6225
동아방송예술대학교,사립,경기,9329888098,1219109000,12152781075,전문대학,0,7877335.8,473,1602062020,360,1080412020,1045,3319119459,697,1835624989,521650000,1483494470,2005144470,2916037009,4921181479,1518
동아보건대학교,사립,전남,3380494142,0,4059026670,전문대학,0,4846806.6,139,323613400,54,101313400,204,475808300,75,142908300,222300000,332900000,555200000,244221700,799421700,343
동양대학교,사립,경북,10637860573,366653350,15974708819,대학,0,7942642.8,339,1127431450,264,774981450,685,1806780586,345,870230586,352450000,936550000,1289000000,1645212036,2934212036,1024
동양미래대학교,사립,서울,17524703399,1325849538,23618814199,전문대학,0,7237317.7,761,2414025320,620,1679325320,1118,3196682532,799,1832661969,734700000,1364020563,2098720563,3511987289,5610707852,1879
동원과학기술대학교,사립,경남,8288003341,115274000,10478041818,전문대학,0,6373017.2,323,866373100,172,424873100,417,1135654873,208,445704873,441500000,689950000,1131450000,870577973,2002027973,740
동원대학교,사립,경기,10153356676,0,13181186877,전문대학,0,7343439.7,436,1244667130,297,740467130,353,939135850,198,430585850,504200000,508550000,1012750000,1171052980,2183802980,789
동의과학대학교,사립,부산,14838371665,20954600,18436651798,전문대학,0,6875240.2,348,862276200,166,347276200,850,2215198549,424,908281879,515000000,1306916670,1821916670,1255558079,3077474749,1198
동의대학교,사립,부산,39235474287,6948457920,58338448394,대학,0,7580400.9,1613,5391605000,1071,3447505000,2653,7012063665,1010,2899070877,1944100000,4112992788,6057092788,6346575877,12403668665,4266
두원공과대학교,사립,경기,5945136108,0,7621621477,전문대학,0,7019783.0,322,1004615300,263,631215300,478,1386753861,317,697553861,373400000,689200000,1062600000,1328769161,2391369161,800
디지털서울문화예술대학교,사립,서울,4668423118,105620000,6143454333,대학,0,3126349.9,277,682534900,181,279184900,356,917492954,247,364392954,403350000,553100000,956450000,643577854,1600027854,633
마산대학교,사립,경남,14849546910,646356690,19166508600,전문대학,0,6397885.8,490,1393839660,278,718589660,1159,3028487125,604,1344467125,675250000,1684020000,2359270000,2063056785,4422326785,1649
명지대학교,사립,경기,31720726451,2372225000,47871835560,대학,0,8793563.1,2900,13736479800,2390,10712946800,2420,7590498752,1456,4207606331,3023533000,3382892421,6406425421,14920553131,21326978552,5320
명지전문대학,사립,서울,20547766854,2119701633,26020423885,전문대학,0,7163968.3,738,2433698400,561,1635448400,1273,3891061410,782,2155128060,798250000,1735933350,2534183350,3790576460,6324759810,2011
목원대학교,사립,대전,21661528206,2052689320,30611706320,대학,0,7965994.0,743,2398797000,518,1571447000,1325,3700708592,594,1608732389,827350000,2091976203,2919326203,3180179389,6099505592,2068
목포가톨릭대학교,사립,전남,1711363562,30633330,2306669880,대학,0,6758000.0,21,76157400,18,50507400,94,226702417,41,84102417,25650000,142600000,168250000,134609817,302859817,115
목포과학대학교,사립,전남,10178811745,192326685,12231809332,전문대학,0,6106660.5,224,567927830,102,208977830,538,1384278362,268,537628362,358950000,846650000,1205600000,746606192,1952206192,762
문경대학교,사립,경북,2325026457,186556099,3608096932,전문대학,0,6357049.4,104,295903025,64,144953025,248,648432433,129,234163398,150950000,414269035,565219035,379116423,944335458,352
배재대학교,사립,대전,20449379472,3718407940,29089266173,대학,0,7959587.6,763,2461480000,552,1554680000,1240,3235582562,599,1363843033,906800000,1871739529,2778539529,2918523033,5697062562,2003
배화여자대학교,사립,서울,6720997822,596024970,8649188937,전문대학,0,6825818.6,279,875679200,212,616179200,448,1272432929,238,641132929,259500000,631300000,890800000,1257312129,2148112129,727
백석대학교,사립,충남,33507876352,4355165520,46081294843,대학,0,8626213.5,2796,11584214570,2427,8522264570,3171,9980074639,2037,5624436428,3061950000,4355638211,7417588211,14146700998,21564289209,5967
백석문화대학교,사립,충남,11766461979,591662300,14837163329,전문대학,0,7501632.0,469,1647686600,331,1036486600,895,2669853402,482,1330390471,611200000,1339462931,1950662931,2366877071,4317540002,1364
백제예술대학교,사립,전북,2224052626,239368800,2807685626,전문대학,0,8080685.5,142,523688200,112,367438200,192,651649877,135,372699877,156250000,278950000,435200000,740138077,1175338077,334
부산가톨릭대학교,사립,부산,11737791572,1047755000,16075350566,대학,0,7470200.0,404,1408705000,310,951455000,684,1855132621,312,845770931,457250000,1009361690,1466611690,1797225931,3263837621,1088
부산경상대학교,사립,부산,7821514553,19268000,9685530924,전문대학,0,5696012.6,122,284406000,36,97806000,210,589113414,89,237080074,186600000,352033340,538633340,334886074,873519414,332
부산과학기술대학교,사립,부산,12517137049,68846400,16430388478,전문대학,0,6595823.1,248,581516100,90,182616100,410,1000466135,180,385831572,398900000,614634563,1013534563,568447672,1581982235,658
부산교육대학교,국공립,부산,2393823680,100890000,3613922640,대학,0,3316000.0,193,570855600,148,293555600,103,205445000,23,35445000,277300000,170000000,447300000,329000600,776300600,296
부산대학교,국공립,부산,40408511768,6702957920,60134538340,대학,0,4514543.2,3773,14008955700,2716,8835805700,2982,7503803821,935,2391820899,5173150000,5111982922,10285132922,11227626599,21512759521,6755
